,NOMBRE_VERTIDO,TITULAR,MUNICIPIO,PROVINCIA,UTM X  Huso 30,UTM Y  Huso 30,MEDIO     RECEPTOR,NATURALEZA_VERTIDO,CARACT_VERTIDO,VOLUMEN_m3_ano,NATURALEZA_RECEPTOR,REF_EXPEDIENTE,tipo_titular
335,ALBERGUE TURISTICO EL LAGO,"LAYOS SOL, S.L.",CUACOS DE YUSTE,CACERES,265470.0,4440231.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1900.0,CATEGORÍA I,AV-0091/2000,J
336,C.T. AVENTURA GRANJA DE YUSTE (ALBERGUES),"EXPLOTACIONES GRANJA DE YUSTE, S.L.",CUACOS DE YUSTE,CACERES,272728.0,4438344.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1075.0,CATEGORÍA I,AV-0097/1996,J
337,"C.T. AVENTURA GRANJA DE YUSTE (C. RURAL, COCINA Y CABAÑAS)","EXPLOTACIONES GRANJA DE YUSTE, S.L.",CUACOS DE YUSTE,CACERES,272372.0,4438464.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,739.0,CATEGORÍA I,AV-0098/1996,J
338,LA CASONA DE VALFRIO (CASA RURAL),"LA CASONA DE VALFRIO, S.L.",CUACOS DE YUSTE,CACERES,269727.0,4439645.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,600.0,CATEGORÍA I,AV-0136/2003,J
339,EDAR LA CUMBRE,AYUNTAMIENTO DE LA CUMBRE,CUMBRE (LA),CACERES,244546.0,4367430.0,ARROYO DEL GAMONAL,URBANO O ASIMILABLE,<2.000 h-e,89280.0,CATEGORÍA I,AV-0043/2019,A
340,FINCA PRADO HELECHOSO,PERSONA FÍSICA,DELEITOSA,CACERES,266671.0,4396685.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,700.0,CATEGORÍA I,AV-0085/1996,F
341,CENTRO CONTROL TUNELES DE MIRAVETE (ASEOS),"MINISTERIO DE FOMENTO, DEMARCACIÓN CARRETERAS EXTREMADURA",DELEITOSA,CACERES,267505.0,4396795.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,73.0,CATEGORÍA I,AV-0153/2004,A
342,EDAR DELEITOSA,AYUNTAMIENTO DE DELEITOSA,DELEITOSA,CACERES,273475.0,4390630.0,GARGANTA PIZARROSO,URBANO O ASIMILABLE,<2.000 h-e,101250.0,CATEGORÍA I,AV-0036/2020,A
343,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,ELJAS,CACERES,172703.0,4457900.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0143/2004,F
344,CASA RURAL LA ALMAZARA DE SAN PEDRO,PERSONA FÍSICA,ELJAS,CACERES,170734.0,4456595.0,RÍO DE LA VEGA,URBANO O ASIMILABLE,<2.000 h-e,730.0,CATEGORÍA I,AV-0138/2011,F
345,CENTRAL HORTOFRUTICOLA UCONOR (ASEOS),"UCONOR, S.C.L.",GALISTEO,CACERES,214849.0,4430060.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,200.0,CATEGORÍA I,AV-0164/2003,
346,EDAR GALISTEO,AYUNTAMIENTO DE GALISTEO,GALISTEO,CACERES,220152.0,4430275.0,RÍO JERTE,URBANO O ASIMILABLE,2.000-10.000 h-e,140708.0,CATEGORÍA I,AV-0139/2011,A
347,DEHESA CÁNDALO (VIV. UNIFAMILIAR),"DEHESA CÁNDALO, S.L.U.",GARCIAZ,CACERES,275249.0,4362133.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,159.0,CATEGORÍA I,AV-0002/2020,J
348,FÁBRICA DE VIRUTAS DE ROBLE MYCHOR PLANT (ASEOS),"MYCHOR PLANT, S.L.",GARCIAZ,CACERES,281062.0,4369935.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0159/2009,J
349,PERSONA FÍSICA (ASEOS NAVE AGRÍCOLA),PERSONA FÍSICA,GARGANTA LA OLLA,CACERES,262559.0,4444524.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2.8,CATEGORÍA I,AV-0165/2023,F
350,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GARGÜERA,CACERES,247294.0,4438940.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,77.0,CATEGORÍA I,AV-0077/2023,F
351,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GARGÜERA,CACERES,250189.0,4437994.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,44.0,CATEGORÍA I,AV-0127/2011,F
352,CLUB NAUTICO TAJOMAR,CLUB NAUTICO TAJOMAR,GARROVILLAS DE ALCONÉTAR,CACERES,203965.0,4402635.0,RÍO TAJO,URBANO O ASIMILABLE,<2.000 h-e,2738.0,CATEGORÍA I,AV-0082/1999,
353,EDAR GARROVILLAS DE ALCONÉTAR,AYUNTAMIENTO DE GARROVILLAS DE ALCONETAR,GARROVILLAS DE ALCONÉTAR,CACERES,196128.0,4402624.0,ARROYO AFLUENTE DEL ARROYO DEL LAGAR,URBANO O ASIMILABLE,2.000-10.000 h-e,257325.0,CATEGORÍA I,AV-0084/2012,A
354,ALBERGUE DE LA VÍA DE LA PLATA,JUNTA DE EXTREMADURA,GARROVILLAS DE ALCONÉTAR,CACERES,203920.0,4403480.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,2190.0,CATEGORÍA I,AV-0045/2018,A
355,CAMPAMENTO SIERRA DE GATA,JUNTA DE EXTREMADURA,GATA,CACERES,189960.0,4457420.0,RÍO SAN BLAS,URBANO O ASIMILABLE,<2.000 h-e,7500.0,CATEGORÍA I,AV-0095/1996,A
356,PERSONA FÍSICA (RESTAURANTE SAN BLAS),PERSONA FÍSICA,GATA,CACERES,190010.0,4457467.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,590.0,CATEGORÍA I,AV-0141/2003,F
357,RESTAURANTE LA CHOPERA,PERSONA FÍSICA,GATA,CACERES,189898.0,4457443.0,RÍO SAN BLAS,URBANO O ASIMILABLE,<2.000 h-e,1875.0,CATEGORÍA I,AV-0132/2003,F
358,EDAR GATA,MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA,GATA,CACERES,193405.0,4459326.0,RIVERA DE GATA,URBANO O ASIMILABLE,2.000-10.000 h-e,492750.0,CATEGORÍA I,AV-0145/2003,J
359,EDAR LA MOHEDA,MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA,GATA,CACERES,191935.0,4444434.0,RÍO ARRAGO,URBANO O ASIMILABLE,<2.000 h-e,54750.0,CATEGORÍA I,AV-0153/2003,J
360,FÁBRICA EXPLOSIVOS EXPAL (ASEOS PRUEBA DE CAÍDAS),"EXPAL SYSTEMS, S.A.",GORDO (EL),CACERES,302374.0,4415517.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,211.0,CATEGORÍA I,AV-0151/2009,J
361,FÁBRICA EXPLOSIVOS EXPAL (ASEOS ESPOLETAS-DESMILITARIZACIÓN),"EXPAL SYSTEMS, S.A.",GORDO (EL),CACERES,302319.0,4415801.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1814.0,CATEGORÍA I,AV-0150/2009,J
362,FÁBRICA EXPLOSIVOS EXPAL (ASEOS OFICINAS),"EXPAL SYSTEMS, S.A.",GORDO (EL),CACERES,302082.0,4415940.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1361.0,CATEGORÍA I,AV-0175/2007,J
363,FÁBRICA EXPLOSIVOS EXPAL (ASEOS LABORATORIO),"EXPAL SYSTEMS, S.A.",GORDO (EL),CACERES,302246.0,4415934.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,302.0,CATEGORÍA I,AV-0149/2009,J
364,EDAR LA GRANJA,AYUNTAMIENTO DE LA GRANJA,GRANJA (LA),CACERES,245430.0,4457465.0,RÍO AMBROZ,URBANO O ASIMILABLE,<2.000 h-e,46508.0,CATEGORÍA I,AV-0009/2020,A
365,EDAR GUIJO DE GALISTEO,MANCOMUNIDAD INTEGRAL DE MUNICIPIOS VALLE DEL ALAGÓN,GUIJO DE GALISTEO,CACERES,208225.0,4442633.0,ARROYO GRANDE,URBANO O ASIMILABLE,<2.000 h-e,56688.0,CATEGORÍA I,AV-0125/2011,J
366,EDAR EL BATÁN,MANCOMUNIDAD INTEGRAL DE MUNICIPIOS VALLE DEL ALAGÓN,GUIJO DE GALISTEO,CACERES,210659.0,4427737.0,RÍO ALAGÓN,URBANO O ASIMILABLE,<2.000 h-e,75642.0,CATEGORÍA I,AV-0126/2011,J
367,CENTRAL GUIJO DE GRANADILLA (ASEOS),"IBERDROLA GENERACION, S.A.U.",GUIJO DE GRANADILLA,CACERES,232445.0,4452475.0,RÍO ALAGÓN,URBANO O ASIMILABLE,<2.000 h-e,274.0,CATEGORÍA I,AV-0144/2023,J
368,CENTRAL HIDRÁULICA DE GABRIEL Y GALAN (ASEOS),"IBERDROLA GENERACION, S.A.U.",GUIJO DE GRANADILLA,CACERES,233326.0,4456766.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,483.0,CATEGORÍA I,AV-0148/2004,J
369,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GUIJO DE GRANADILLA,CACERES,234609.0,4455862.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1022.0,CATEGORÍA I,AV-0229/2008,F
370,URB. LOS GRANADOS,"CONHERGA, S.L.",GUIJO DE GRANADILLA,CACERES,233355.0,4456571.0,RÍO ALAGÓN,URBANO O ASIMILABLE,<2.000 h-e,10950.0,CATEGORÍA I,AV-0058/1997,J
371,EDAR HERRERA DE ALCÁNTARA,AYUNTAMIENTO DE HERRERA DE ALCANTARA,HERRERA DE ALCANTARA,CACERES,122219.0,4397554.0,RÍO TAJO,URBANO O ASIMILABLE,<2.000 h-e,47700.0,CATEGORÍA I,AV-0073/2014,A
372,PLANTA PRODUCTOS CÁRNICOS EXTREMEÑOS,"AGRICULTURAS DIVERSAS, S.L.U.",HERRERUELA,CACERES,168298.0,4371522.0,TERRENO,INDUSTRIAL,CLASE 1 Resto,759.5,CATEGORÍA I,AV-0062/2020,J
373,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,257588.0,4463389.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0065/1997,F
374,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,254486.0,4461902.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,438.0,CATEGORÍA I,AV-0136/2006,F
375,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,254355.0,4462089.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,234.0,CATEGORÍA I,AV-0157/2007,F
376,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,253098.0,4461588.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,408.8,CATEGORÍA I,AV-0162/2005,F
377,ALBERGUE VALLE DEL AMBROZ,"CAMPAMENTO VALLE DEL AMBROZ, S.A.L.",HERVAS,CACERES,258826.0,4461675.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2190.0,CATEGORÍA I,AV-0055/1994,J
378,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,254317.0,4462029.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,270.0,CATEGORÍA I,AV-0133/2006,F
379,APARTAMENTOS RURALES EL MANANTIAL DEL FRESNO,PERSONA FÍSICA,HERVAS,CACERES,254800.0,4462012.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,720.0,CATEGORÍA I,AV-0164/2007,F
380,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,258608.0,4463567.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,110.0,CATEGORÍA I,AV-0010/2021,F
381,CENTRO AUDIOVISUAL EL AURIGA PRODUCCIONES (ASEOS),"EL AURIGA PRODUCCIONES, S.L.",HERVAS,CACERES,255404.0,4462879.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,3650.0,CATEGORÍA I,AV-0154/2009,J
382,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,254405.0,4462113.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,21.0,CATEGORÍA I,AV-0139/2003,F
383,COMPLEJO TURISTICO FUENTE DEL ALISO,"FUENTE DEL ALISO, C.B.",HERVAS,CACERES,255679.0,4461608.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,504.0,CATEGORÍA I,AV-0135/2006,
384,APARTAMENTOS RURALES EL CANCHAL DE LA GALLINA,PERSONA FÍSICA,HERVAS,CACERES,255229.0,4461487.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2920.0,CATEGORÍA I,AV-0130/2009,F
385,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HERVAS,CACERES,254074.0,4461680.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,350.0,CATEGORÍA I,AV-0161/2005,F
386,EDAR HERVÁS-LA GARGANTA-BAÑOS DE MONTEMAYOR,AYUNTAMIENTO DE HERVAS,HERVAS,CACERES,255133.0,4462242.0,RÍO AMBROZ,URBANO O ASIMILABLE,>10.000 h-e,765650.0,CATEGORÍA I,AV-0075/2019,A
387,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,HOYOS,CACERES,183180.0,4451370.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,358.0,CATEGORÍA I,AV-0217/2008,F
388,PERSONA FÍSICA (COMPLEJO TURISMO RURAL),PERSONA FÍSICA,HOYOS,CACERES,182252.0,4452020.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,288.0,CATEGORÍA I,AV-0070/2021,F
389,EDAR GATA 3 (HOYOS),MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA,HOYOS,CACERES,184230.0,4453090.0,ARROYO LOS HURONES,URBANO O ASIMILABLE,2.000-10.000 h-e,344200.0,CATEGORÍA I,AV-0148/2003,J
390,EDAR JARAICEJO,AYUNTAMIENTO DE JARAICEJO,JARAICEJO,CACERES,258030.0,4393930.0,ARROYO DE LAS SISINAS,URBANO O ASIMILABLE,<2.000 h-e,87600.0,CATEGORÍA I,AV-0971/1987,A
391,CENTRO DE TURISMO RURAL LAS ABUBILLAS,PERSONA FÍSICA,JARAICEJO,CACERES,257514.0,4394786.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,360.0,CATEGORÍA I,AV-0053/2015,F
392,HOTEL RURAL VILLA XARAHÍZ,"HOTEL RURAL VILLA XARAHÍZ, S.L.",JARAIZ DE LA VERA,CACERES,265136.0,4438943.0,ARROYO JUNCARES,URBANO O ASIMILABLE,<2.000 h-e,1730.0,CATEGORÍA I,AV-0142/2002,J
393,PERSONA FÍSICA (ASEOS EXP. AGRARIA),PERSONA FÍSICA,JARAIZ DE LA VERA,CACERES,265857.0,4438317.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,96.0,CATEGORÍA I,AV-0197/2008,F
394,EDAR JARAÍZ DE LA VERA,AYUNTAMIENTO DE JARAIZ DE LA VERA,JARAIZ DE LA VERA,CACERES,266612.0,4434265.0,ARROYO POCITO,URBANO O ASIMILABLE,>10.000 h-e,1028049.0,CATEGORÍA I,AV-0003/2023,A
395,ZONA RECREATIVA EL LAGO,AYUNTAMIENTO DE JARAIZ DE LA VERA,JARAIZ DE LA VERA,CACERES,266102.0,4440501.0,GARGANTA PEDRO CHATE,URBANO O ASIMILABLE,<2.000 h-e,5840.0,CATEGORÍA I,AV-0059/2021,A
396,CENTRO OCUPACIONAL VERA,"ASOCIACIÓN DE DISCAPACITADOS INTELECTUALES ""VERA""",JARAIZ DE LA VERA,CACERES,265022.0,4440515.0,ARROYO DE FUENTECASTAÑAS,URBANO O ASIMILABLE,<2.000 h-e,6300.0,CATEGORÍA I,AV-0062/2014,J
397,BAR-RESTAURANTE SAN MARCOS,PERSONA FÍSICA,JARAIZ DE LA VERA,CACERES,265225.0,4439087.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,55.0,CATEGORÍA I,AV-0142/2003,F
398,RESTAURANTE LA ABUELA POLINA,PERSONA FÍSICA,JARANDILLA DE LA VERA,CACERES,272644.0,4445142.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,300.0,CATEGORÍA I,AV-0104/2001,F
399,CASA RURAL CASERÍO DE LOS DIEZ CEREZOS,PERSONA FÍSICA,JARANDILLA DE LA VERA,CACERES,274543.0,4443478.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,543.0,CATEGORÍA I,AV-0221/2008,F
400,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,JARANDILLA DE LA VERA,CACERES,272930.0,4447101.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,100.0,CATEGORÍA I,AV-0175/2004,F
401,CENTRO DE CURADO TABACO DE CÁCERES (ASEOS),TABACO DE CÁCERES SOCIEDAD COOPERATIVA,JARANDILLA DE LA VERA,CACERES,280287.0,4437416.0,ARROYO VALDELATARRA,URBANO O ASIMILABLE,<2.000 h-e,800.0,CATEGORÍA I,AV-0129/2010,J
402,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,JARANDILLA DE LA VERA,CACERES,272742.0,4447014.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,511.0,CATEGORÍA I,AV-0153/2009,F
403,HOSTAL ASTURIAS,"HOSTAL ASTURIAS, S.L.",JARILLA,CACERES,243975.0,4452910.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,3577.0,CATEGORÍA I,AV-0083/1999,J
404,HOTEL JARILLA,"HOTEL JARILLA, S.A.L.",JARILLA,CACERES,244280.0,4452998.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2920.0,CATEGORÍA I,AV-0095/2001,J
405,CENTRO DE INTERPRETACIÓN GARGANTA DE LOS INFIERNOS,JUNTA DE EXTREMADURA-CONSEJERÍA DE CULTURA Y TURISMO,JERTE,CACERES,264114.0,4454306.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,182.0,CATEGORÍA I,AV-0135/2011,A
406,BAR-RESTAURANTE EL CHIRINGUITO,PERSONA FÍSICA,JERTE,CACERES,264030.0,4454335.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,840.0,CATEGORÍA I,AV-0043/2015,F
407,EDAR LAS MESTAS,AYUNTAMIENTO DE LADRILLAR,LADRILLAR,CACERES,233357.0,4479501.0,RÍO LADRILLAR,URBANO O ASIMILABLE,<2.000 h-e,10950.0,CATEGORÍA I,AV-0975/1987,A
408,EDAR LADRILLAR,AYUNTAMIENTO DE LADRILLAR,LADRILLAR,CACERES,226580.0,4484180.0,RÍO LADRILLAR,URBANO O ASIMILABLE,<2.000 h-e,21900.0,CATEGORÍA I,AV-0976/1987,A
409,EDAR CABEZO,AYUNTAMIENTO DE LADRILLAR,LADRILLAR,CACERES,229491.0,4482289.0,RÍO LADRILLAR,URBANO O ASIMILABLE,<2.000 h-e,10950.0,CATEGORÍA I,AV-0974/1987,A
410,EDAR RIOMALO DE ARRIBA,AYUNTAMIENTO DE LADRILLAR,LADRILLAR,CACERES,224022.0,4483645.0,RÍO LADRILLAR,URBANO O ASIMILABLE,<2.000 h-e,3650.0,CATEGORÍA I,AV-1008/1987,A
411,FOSA SEPTICA DE LADRILLAR,AYUNTAMIENTO DE LADRILLAR,LADRILLAR,CACERES,226810.0,4484320.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,3650.0,CATEGORÍA I,AV-0159/2004,A
412,CAMPAMENTO JUVENIL CUARTOS,OBISPADO DE PLASENCIA,LOSAR DE LA VERA,CACERES,279950.0,4443220.0,GARGANTA CUARTOS,URBANO O ASIMILABLE,<2.000 h-e,1350.0,CATEGORÍA I,AV-0115/2011,
413,EDAR LOSAR DE LA VERA,AYUNTAMIENTO DE LOSAR DE LA VERA,LOSAR DE LA VERA,CACERES,278890.0,4443170.0,GARGANTA DE LA MUELAS,URBANO O ASIMILABLE,2.000-10.000 h-e,467200.0,CATEGORÍA I,AV-0057/2017,A
414,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,LOSAR DE LA VERA,CACERES,280336.0,4444721.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1825.0,CATEGORÍA I,AV-0027/1992,F
415,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,MADRIGAL DE LA VERA,CACERES,298148.0,4449284.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0137/2004,F
416,EDAR MADRIGAL DE LA VERA,AYUNTAMIENTO DE MADRIGAL DE LA VERA,MADRIGAL DE LA VERA,CACERES,298886.0,4445527.0,ARROYO DE LAS VEGAS,URBANO O ASIMILABLE,2.000-10.000 h-e,220460.0,CATEGORÍA I,AV-0130/2011,A
417,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,MADRIGAL DE LA VERA,CACERES,298125.0,4443796.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,440.0,CATEGORÍA I,AV-0071/2014,F
418,CASA RURAL LAR DEL CUCO,PERSONA FÍSICA,MADRIGAL DE LA VERA,CACERES,298136.0,4449628.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,730.0,CATEGORÍA I,AV-0126/2003,F
419,CAMPAMENTO GAIA CAMP,"CAMPGAIA, S.L.",MADRIGAL DE LA VERA,CACERES,300621.0,4443209.0,RÍO TIÉTAR,URBANO O ASIMILABLE,<2.000 h-e,7000.0,CATEGORÍA I,AV-0121/2003,J
420,GARCÍA RAMOS C.B. (VIV. UNIFAMILIAR),"GARCÍA RAMOS, C.B.",MADRIGAL DE LA VERA,CACERES,298440.0,4452393.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,144.0,CATEGORÍA I,AV-0081/2012,
421,EDAR MADROÑERA,AYUNTAMIENTO DE MADROÑERA,MADROÑERA,CACERES,261738.0,4367258.0,ARROYO GARLITO,URBANO O ASIMILABLE,2.000-10.000 h-e,261520.0,CATEGORÍA I,AV-0122/2011,A
422,PLANTA TERMOSOLAR MAJADAS,"TERMOSOLAR MAJADAS, S.L.U.",MAJADAS,CACERES,266322.0,4427312.0,FILTRO VERDE,INDUSTRIAL,CLASE 1 Con sustancias peligrosas,72000.0,CATEGORÍA I,AV-0043/2020,J
423,EDAR MALPARTIDA DE CACERES,AYUNTAMIENTO DE MALPARTIDA DE CACERES,MALPARTIDA DE CACERES,CACERES,197848.0,4370752.0,ARROYO DEL LUGAR,URBANO O ASIMILABLE,2.000-10.000 h-e,365000.0,CATEGORÍA I,AV-0086/2023,A
424,CAMPING MONFRAGÜE,JUNTA DE EXTREMADURA-CONSEJERÍA DE CULTURA Y TURISMO,MALPARTIDA DE PLASENCIA,CACERES,236086.0,4426122.0,ARROYO Y VEGA DE LAS ABAZAS,URBANO O ASIMILABLE,<2.000 h-e,10000.0,CATEGORÍA I,AV-0053/1997,A
425,EDAR MALPARTIDA DE PLASENCIA,AYUNTAMIENTO DE MALPARTIDA DE PLASENCIA,MALPARTIDA DE PLASENCIA,CACERES,241385.0,4428480.0,ARROYO CALZONES,URBANO O ASIMILABLE,2.000-10.000 h-e,684375.0,CATEGORÍA I,AV-0076/2012,A
426,"ALJAYBE INMOBILIARIA, S.L. (VIV. UNIFAMILIAR)","ALJAYBE INMOBILIARIA, S.L.",MALPARTIDA DE PLASENCIA,CACERES,238839.0,4432444.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,210.0,CATEGORÍA I,AV-0180/2004,J
427,FABRICA DE TABACO DE PALAZUELO,"ALTADIS, S.A.",MALPARTIDA DE PLASENCIA,CACERES,235477.0,4426144.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,36.5,CATEGORÍA I,AV-0144/2006,J
428,"E.S. CTRA. A-66, KM 494 M.D. VENTA DEL CALDERO","LORENZO ROBADO Y HEREDEROS, S.L.",MALPARTIDA DE PLASENCIA,CACERES,220055.0,4420180.0,ARROYO LA CHARCA,URBANO O ASIMILABLE,<2.000 h-e,5475.0,CATEGORÍA I,AV-0115/2010,J
429,FINCA HAZA DE LA CONCEPCIÓN,DIPUTACIÓN PROVINCIAL DE CÁCERES,MALPARTIDA DE PLASENCIA,CACERES,248006.0,4424394.0,ARROYO DEL HAZA,URBANO O ASIMILABLE,<2.000 h-e,5475.0,CATEGORÍA I,AV-0030/2019,
430,EDAR MEMBRÍO,AYUNTAMIENTO DE MEMBRIO,MEMBRIO,CACERES,150672.0,4384067.0,RÍO MEMBRIO,URBANO O ASIMILABLE,<2.000 h-e,132410.0,CATEGORÍA I,AV-0079/2021,A
431,EDAR MIRABEL,AYUNTAMIENTO DE MIRABEL,MIRABEL,CACERES,222350.0,4418900.0,ARROYO DE LA PENILLA,URBANO O ASIMILABLE,<2.000 h-e,87600.0,CATEGORÍA I,AV-0134/2004,A
432,EDAR MOHEDAS DE GRANADILLA,AYUNTAMIENTO DE MOHEDAS DE GRANADILLA,MOHEDAS DE GRANADILLA,CACERES,227430.0,4461780.0,ARROYO PEDROGORDO,URBANO O ASIMILABLE,<2.000 h-e,173740.0,CATEGORÍA I,AV-0024/2019,A
433,ZONA EL CRUCE (MOHEDAS DE GRANADILLA),AYUNTAMIENTO DE MOHEDAS DE GRANADILLA,MOHEDAS DE GRANADILLA,CACERES,228317.0,4459373.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2738.0,CATEGORÍA I,AV-0099/2000,A
434,EDAR MONROY,AYUNTAMIENTO DE MONROY,MONROY,CACERES,223149.0,4391680.0,ARROYO MIGUEL,URBANO O ASIMILABLE,2.000-10.000 h-e,134025.0,CATEGORÍA I,AV-0087/2012,A
435,EDAR MONTÁNCHEZ,AYUNTAMIENTO DE MONTANCHEZ,MONTANCHEZ,CACERES,225765.0,4348298.0,REGATO DE LA MORALEJA,URBANO O ASIMILABLE,2.000-10.000 h-e,218270.0,CATEGORÍA I,AV-0089/2023,A
436,EDAR MONTEHERMOSO,AYUNTAMIENTO DE MONTEHERMOSO,MONTEHERMOSO,CACERES,215285.0,4441980.0,ARROYO DE LA NAVA,URBANO O ASIMILABLE,2.000-10.000 h-e,512468.0,CATEGORÍA I,AV-0057/2016,A
437,"SANTAMARIA Y ENTREARROYOS, S.L. (VIV. UNIFAMILIAR)","CIA. MERCANTIL - SANTAMARIA Y ENTREARROYOS, S.L.",MORALEJA,CACERES,184884.0,4436695.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,72.0,CATEGORÍA I,AV-0134/2006,J
438,PERSONA FÍSICA (CASETA DE APEROS),PERSONA FÍSICA,MORALEJA,CACERES,187244.0,4441392.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,146.0,CATEGORÍA I,AV-0205/2008,F
439,CENTRAL HORTOFRUTÍCOLA SOC. COOP. LA ALAMEDA (ASEOS),SOCIEDAD COOP. LA ALAMEDA,MORALEJA,CACERES,186980.0,4443245.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,110.0,CATEGORÍA I,AV-0093/2000,J
