METODO_ASIGNACION;DISTANCIA_M;SALTOS_GRAFO;v_utm_x;v_percentil_volumen;v_volumen;v_medio_receptor;v_name;v_categoria_estrategica;v_location;v_id;v_utm_y;v_actividad;s_rio_original;s_utm_x;s_name;s_rio;s_location;s_id;s_utm_y
ESTIMACION_ESPACIAL;22673.68871621907;;168401.0;0.0202;58.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(168401.0, 4453386.0);AV-0143/2003;4453386.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;27932.161266182036;;163065.0;0.3014;532.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(163065.0, 4453375.0);AV-0167/2007;4453375.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;22227.942527368563;;170075.0;0.9046;423786.0;RÍO ELJAS;AYUNTAMIENTO DE VALVERDE DEL FRESNO;TIER_2_RELEVANTE;CartesianPoint(170075.0, 4457503.0);AV-0049/2017;4457503.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;24350.659333989297;;167006.0;0.1041;180.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(167006.0, 4454871.0);AV-0042/2015;4454871.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;23490.20444781186;;169490.0;0.3553;730.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(169490.0, 4459302.0);AV-0160/2003;4459302.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;22487.11831249171;;170838.0;0.6384;10950.0;TERRENO;VALVERDE NATURAL, S.L.;TIER_3_MENOR;CartesianPoint(170838.0, 4459745.0);AV-0150/2002;4459745.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;37490.53323173732;;283903.0;0.7722;57570.0;RÍO MOROS;AYUNTAMIENTO DE VIANDAR DE LA VERA;TIER_3_MENOR;CartesianPoint(283903.0, 4443297.0);AV-0144/2011;4443297.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;14216.080085593216;;177030.0;0.8447;176295.0;ARROYO LOS LAGARES;MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA;TIER_2_RELEVANTE;CartesianPoint(177030.0, 4453140.0);AV-0149/2003;4453140.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;18177.237908989362;;207420.0;0.9346;657233.0;RÍO TRALGAS;MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA;TIER_2_RELEVANTE;CartesianPoint(207420.0, 4456235.0);AV-0146/2003;4456235.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;41163.59562769025;;292528.0;0.4602;1700.0;TERRENO;HOTEL RURAL LLANO TINEO, S.L.L.;TIER_3_MENOR;CartesianPoint(292528.0, 4444445.0);AV-0213/2008;4444445.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;39902.048919823654;;291049.0;0.2033;329.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(291049.0, 4446435.0);AV-0215/2008;4446435.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;40945.23763516339;;292296.0;0.1973;315.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(292296.0, 4446215.0);AV-0056/2017;4446215.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;41228.09286154284;;292436.0;0.0725;120.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(292436.0, 4445953.0);AV-0129/2006;4445953.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;43951.916556619006;;297702.0;0.1553;270.0;TERRENO;FUNDACIÓN TOMILLO TIÉTAR;TIER_3_MENOR;CartesianPoint(297702.0, 4447885.0);AV-0069/2014;4447885.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;39963.554709259784;;291110.0;0.4193;1100.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(291110.0, 4446409.0);AV-0139/2002;4446409.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;42407.7800055603;;294200.0;0.4858;2190.0;TERRENO;EL BALCON DE LA VERA, S.L.;TIER_3_MENOR;CartesianPoint(294200.0, 4445065.0);AV-0135/2004;4445065.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;41256.33247151278;;293445.0;0.0771;130.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(293445.0, 4446988.0);AV-0089/2000;4446988.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;41255.563697518424;;291957.0;0.2929;511.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(291957.0, 4445429.0);AV-0146/2009;4445429.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;38660.29183800867;;290201.0;0.9008;391122.0;GARGANTA GUALTAMINOS;AYUNTAMIENTO DE VILLANUEVA DE LA VERA;TIER_2_RELEVANTE;CartesianPoint(290201.0, 4442684.0);AV-0078/2012;4442684.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;41988.762806255676;;294076.0;0.2659;438.0;TERRENO;CETRERIA, S.L.;TIER_3_MENOR;CartesianPoint(294076.0, 4446594.0);AV-0181/2004;4446594.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;40512.833090269065;;292741.0;0.3213;584.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(292741.0, 4443644.0);AV-0131/2006;4443644.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;43361.20535686248;;295858.0;0.4218;1125.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(295858.0, 4446546.0);AV-0148/2002;4446546.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;39708.705846451354;;293100.0;0.2616;430.0;TERRENO;AREYA – BENITO, S.L.;TIER_3_MENOR;CartesianPoint(293100.0, 4442600.0);AV-0067/2014;4442600.0;URBANO O ASIMILABLE;BAJO TAJO;276434;SAICA VALDECAÑAS;RÍO TAJO;CartesianPoint(276434.0, 4406558.0);C343;4406558.0
ESTIMACION_ESPACIAL;17422.002755136964;;240645.0;0.5281;3285.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(240645.0, 4448002.0);AV-0128/2010;4448002.0;URBANO O ASIMILABLE;ALAGÓN;226397;SAICA CARCABOSO;RÍO ALAGÓN;CartesianPoint(226397.0, 4437976.0);C322;4437976.0
ESTIMACION_ESPACIAL;26204.578912854144;;304092.0;0.2866;505.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(304092.0, 4385408.0);AV-0140/2006;4385408.0;URBANO O ASIMILABLE;TAJO IZQUIERDA;321176;SAICA AZUTAN;RÍO TAJO;CartesianPoint(321176.0, 4405278.0);C344;4405278.0
ESTIMACION_ESPACIAL;10292.037796277276;;311497.0;0.0379;80.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(311497.0, 4401779.0);AV-0049/2019;4401779.0;URBANO O ASIMILABLE;TAJO IZQUIERDA;321176;SAICA AZUTAN;RÍO TAJO;CartesianPoint(321176.0, 4405278.0);C344;4405278.0
ESTIMACION_ESPACIAL;12140.40234094406;;314988.0;0.2469;368.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(314988.0, 4394833.0);AV-0064/2014;4394833.0;URBANO O ASIMILABLE;TAJO IZQUIERDA;321176;SAICA AZUTAN;RÍO TAJO;CartesianPoint(321176.0, 4405278.0);C344;4405278.0
ESTIMACION_ESPACIAL;5269.56743955327;;189223.0;0.0458;92.0;TERRENO;ACEITUNERA DEL NORTE DE CÁCERES, S.C.L. (ACENORCA);TIER_3_MENOR;CartesianPoint(189223.0, 4454223.0);AV-0135/2002;4454223.0;INDUSTRIAL;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;3446.8736559380877;;189364.0;0.1163;200.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(189364.0, 4452345.0);AV-0158/2003;4452345.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;3839.151208275079;;190398.0;0.1101;192.0;ARROYO DE LAS VEGAS;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(190398.0, 4452987.0);AV-0158/2007;4452987.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;5658.161008667039;;188258.0;0.3044;540.0;TERRENO;AYUNTAMIENTO DE VILLASBUENAS DE GATA;TIER_3_MENOR;CartesianPoint(188258.0, 4454273.0);AV-0178/2007;4454273.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;4065.131978177338;;190420.0;0.83;140525.0;ARROYO DEL CHORRO;MANCOMUNIDAD DE MUNICIPIOS SIERRA DE GATA;TIER_2_RELEVANTE;CartesianPoint(190420.0, 4453215.0);AV-0154/2003;4453215.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;1422.647180435121;;192083.0;0.2499;383.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(192083.0, 4449375.0);AV-0149/2011;4449375.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;2672.839875488242;;190610.0;0.1163;200.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(190610.0, 4451830.0);AV-0045/2015;4451830.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;4027.1792858029057;;190715.0;0.1954;310.0;ARROYO DE LAS VEGAS;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(190715.0, 4453185.0);AV-0065/2018;4453185.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;1441.3944637051995;;192030.0;0.2624;432.0;TERRENO;AYUNTAMIENTO DE VILLASBUENAS DE GATA;TIER_3_MENOR;CartesianPoint(192030.0, 4449655.0);AV-0120/2011;4449655.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;23804.072865793365;;240498.0;0.8779;280645.0;ARROYO DE LA DEHESILLA;AYUNTAMIENTO DE ZARZA DE GRANADILLA;TIER_2_RELEVANTE;CartesianPoint(240498.0, 4457154.0);AV-0013/2019;4457154.0;URBANO O ASIMILABLE;ALAGÓN;226397;SAICA CARCABOSO;RÍO ALAGÓN;CartesianPoint(226397.0, 4437976.0);C322;4437976.0
ESTIMACION_ESPACIAL;25897.85583788743;;242876.0;0.3308;624.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(242876.0, 4458197.0);AV-0086/2013;4458197.0;URBANO O ASIMILABLE;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;25362.478782642676;;237590.0;0.4324;1314.0;TERRENO;ORGANISMO AUTÓNOMO PARQUES NACIONALES;TIER_3_MENOR;CartesianPoint(237590.0, 4460735.0);AV-0132/2011;4460735.0;URBANO O ASIMILABLE;ALAGÓN;226397;SAICA CARCABOSO;RÍO ALAGÓN;CartesianPoint(226397.0, 4437976.0);C322;4437976.0
ESTIMACION_ESPACIAL;25831.335718464114;;244613.0;0.8619;220460.0;RÍO AMBROZ;INDUSTRIAS ALIMENTARIAS DE NAVARRA, S.A.;TIER_2_RELEVANTE;CartesianPoint(244613.0, 4456386.0);AV-0157/2009;4456386.0;INDUSTRIAL;ALAGÓN;262857;SAICA BEJAR;RÍO ALAGÓN;CartesianPoint(262857.0, 4474673.0);C323;4474673.0
ESTIMACION_ESPACIAL;62879.05648942261;;237970.0;0.824;122275.0;RÍO TAMUJA;AYUNTAMIENTO DE ZARZA DE MONTANCHEZ;TIER_2_RELEVANTE;CartesianPoint(237970.0, 4350767.0);AV-0142/2011;4350767.0;URBANO O ASIMILABLE;BAJO TAJO;265358;SAICA ALMARAZ;RÍO TAJO;CartesianPoint(265358.0, 4407368.0);C317;4407368.0
ESTIMACION_ESPACIAL;32477.610025985596;;171284.0;0.8294;138671.0;ARROYO DEL LUGAR;AYUNTAMIENTO DE ZARZA LA MAYOR;TIER_2_RELEVANTE;CartesianPoint(171284.0, 4423106.0);AV-0148/2011;4423106.0;URBANO O ASIMILABLE;ÁRRAGO;190677;SAICA RIVERA DE GATA;RÍO ÁRRAGO;CartesianPoint(190677.0, 4449158.0);C321;4449158.0
ESTIMACION_ESPACIAL;30922.30977789337;;551891.0;0.3281;612.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(551891.0, 4480292.0);AV-0014/2003;4480292.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;30827.77768506838;;552281.0;0.036;79.0;TERRENO;JUNTA DE COMUNIDADES DE CASTILLA - LA MANCHA;TIER_3_MENOR;CartesianPoint(552281.0, 4480719.0);AV-0003/2010;4480719.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;32005.640534130856;;557825.0;0.3553;730.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(557825.0, 4484572.0);AV-0039/2005;4484572.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;26428.70696799221;;553146.0;0.0441;90.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(553146.0, 4487667.0);AV-0034/2005;4487667.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;26097.63399237563;;491968.0;0.9531;1024920.0;ARROYO SALADO;COMBUSTIBLES ECOLÓGICOS BIOTEL, S.L.;TIER_1_CRITICO;CartesianPoint(491968.0, 4443519.0);AV-0031/2008;4443519.0;INDUSTRIAL;CABECERA;468358;SAICA VILLARRUBIA;RÍO TAJO;CartesianPoint(468358.0, 4432399.0);C312;4432399.0
ESTIMACION_ESPACIAL;26097.63399237563;;491968.0;0.9482;902280.0;ARROYO SALADO;COMBUSTIBLES ECOLÓGICOS BIOTEL, S.L.;TIER_2_RELEVANTE;CartesianPoint(491968.0, 4443519.0);AV-0032/2008;4443519.0;INDUSTRIAL;CABECERA;468358;SAICA VILLARRUBIA;RÍO TAJO;CartesianPoint(468358.0, 4432399.0);C312;4432399.0
ESTIMACION_ESPACIAL;26229.25322993394;;503512.0;0.7782;68305.0;RÍO CALVACHE;AYUNTAMIENTO DE BARAJAS DE MELO;TIER_3_MENOR;CartesianPoint(503512.0, 4441262.0);AV-0001/2011;4441262.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;27940.474673849047;;496288.0;0.7183;29345.0;BARRANCO HUERTOS;AYUNTAMIENTO DE BELINCHON;TIER_3_MENOR;CartesianPoint(496288.0, 4433164.0);AV-0013/2009;4433164.0;URBANO O ASIMILABLE;CABECERA;468358;SAICA VILLARRUBIA;RÍO TAJO;CartesianPoint(468358.0, 4432399.0);C312;4432399.0
ESTIMACION_ESPACIAL;24950.167334108202;;492983.0;0.2016;328.0;TERRENO;DIST. EXPLOSIVOS INDUSTRIALES CENTRO ESPAÑA (DEICESA);TIER_3_MENOR;CartesianPoint(492983.0, 4428384.0);AV-0012/1993;4428384.0;URBANO O ASIMILABLE;CABECERA;468358;SAICA VILLARRUBIA;RÍO TAJO;CartesianPoint(468358.0, 4432399.0);C312;4432399.0
ESTIMACION_ESPACIAL;24681.772484973604;;492900.0;0.5177;2890.0;TERRENO;REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.;TIER_3_MENOR;CartesianPoint(492900.0, 4435022.0);AV-0011/1998;4435022.0;URBANO O ASIMILABLE;CABECERA;468358;SAICA VILLARRUBIA;RÍO TAJO;CartesianPoint(468358.0, 4432399.0);C312;4432399.0
ESTIMACION_ESPACIAL;45567.74676237569;;573901.0;0.7411;41062.5;RÍO CUERVO;AGUAS SOLÁN DE CABRAS, S.A.;TIER_3_MENOR;CartesianPoint(573901.0, 4484685.0);AV-0016/2000;4484685.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;46515.03148445672;;577565.0;0.7169;29200.0;ARROYO MASEGAR;AGUAS SOLÁN DE CABRAS, S.A.;TIER_3_MENOR;CartesianPoint(577565.0, 4491446.0);AV-0146/2023;4491446.0;INDUSTRIAL;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;45565.78572789017;;573795.0;0.8485;182500.0;RÍO CUERVO;AGUAS SOLÁN DE CABRAS, S.A.;TIER_2_RELEVANTE;CartesianPoint(573795.0, 4484475.0);AV-0016/2023;4484475.0;INDUSTRIAL;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;9930.114299442883;;518960.0;0.3896;922.0;TERRENO;ASOC. PROP. DEL POBLADO SANTA CRUZ;TIER_3_MENOR;CartesianPoint(518960.0, 4470165.0);AV-0343/1990;4470165.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;10112.451977636285;;519175.0;0.4065;1076.0;TERRENO;ASOC. PROP. DEL POBLADO SANTA CRUZ;TIER_3_MENOR;CartesianPoint(519175.0, 4470105.0);AV-0344/1990;4470105.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;12766.713163535867;;522028.0;0.5567;4642.0;RÍO MAYOR;AYUNTAMIENTO DE BUENDIA;TIER_3_MENOR;CartesianPoint(522028.0, 4469810.0);AV-0001/2021;4469810.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;11097.735129295526;;518915.0;0.5567;4642.0;BARRANCO DEL POLVORÍN;AYUNTAMIENTO DE BUENDIA;TIER_3_MENOR;CartesianPoint(518915.0, 4472845.0);AV-0003/2021;4472845.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;10337.102350272053;;518430.0;0.0286;72.0;TERRENO;GAS NATURAL SDG, S.A.;TIER_3_MENOR;CartesianPoint(518430.0, 4472190.0);AV-0038/2005;4472190.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;40437.56527042646;;550902.0;0.2305;365.0;TERRENO;PERSONA FÍSICA;TIER_3_MENOR;CartesianPoint(550902.0, 4468514.0);AV-0005/2010;4468514.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;40239.10160527941;;550503.0;0.739;40169.0;RÍO MERDANCHEL;AYUNTAMIENTO DE CAÑAVERAS;TIER_3_MENOR;CartesianPoint(550503.0, 4468540.0);AV-0005/2011;4468540.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;21454.27195222434;;530272.0;0.6567;14148.0;ARROYO DE LA VEGA;AYUNTAMIENTO DE CAÑAVERUELAS;TIER_3_MENOR;CartesianPoint(530272.0, 4472612.0);AV-0002/2013;4472612.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;42478.2600396956;;571580.0;0.6714;15800.0;RÍO GUADIELA;NAVARRO SIC, S.A.;TIER_3_MENOR;CartesianPoint(571580.0, 4486997.0);AV-0461/1987;4486997.0;INDUSTRIAL;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;40212.406108065705;;568022.0;0.2529;400.0;TERRENO;HOGAR DOLORES SOPEÑA;TIER_3_MENOR;CartesianPoint(568022.0, 4485012.0);AV-0010/1998;4485012.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;62547.236397781795;;584709.0;0.1534;265.0;TERRENO;ASOC. CASTELLANO-MANCHEGA POR EL M.A. Y CONTRA C. CLIMÁTICO;TIER_3_MENOR;CartesianPoint(584709.0, 4469583.0);AV-0003/2014;4469583.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;68374.37854196556;;587171.0;0.1213;210.0;TERRENO;JUNTA DE COMUNIDADES DE CASTILLA - LA MANCHA;TIER_3_MENOR;CartesianPoint(587171.0, 4463053.0);AV-0003/2013;4463053.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;27525.62575128856;;527121.0;0.8561;215573.0;ARROYO BORBOTÓN;AYUNTAMIENTO DE HUETE;TIER_2_RELEVANTE;CartesianPoint(527121.0, 4445515.0);AV-0004/2011;4445515.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;28671.993251254786;;527240.0;0.0992;166.28;TERRENO;ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS (ADIF);TIER_3_MENOR;CartesianPoint(527240.0, 4444142.0);AV-0024/2004;4444142.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;52998.70588042693;;582893.0;0.5984;7200.0;ARROYO DE LA POZUELA;AYUNTAMIENTO DE LAGUNASECA;TIER_3_MENOR;CartesianPoint(582893.0, 4486897.0);AV-0047/2019;4486897.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
ESTIMACION_ESPACIAL;20916.958789460765;;502962.0;0.6839;19665.0;ARROYO DE LA GUINDALERA;AYUNTAMIENTO DE LEGANIEL;TIER_3_MENOR;CartesianPoint(502962.0, 4446942.0);AV-0003/2011;4446942.0;URBANO O ASIMILABLE;CABECERA;509629;SAICA ZORITA;RÍO TAJO;CartesianPoint(509629.0, 4466768.0);C320;4466768.0
ESTIMACION_ESPACIAL;60218.631834341766;;584176.0;0.3629;734.0;TERRENO;INSTITUTO SECULAR SERVI TRINITATIS;TIER_3_MENOR;CartesianPoint(584176.0, 4473035.0);AV-0347/1990;4473035.0;URBANO O ASIMILABLE;CABECERA;533000;SAICA TRILLO;RÍO TAJO;CartesianPoint(533000.0, 4504773.0);C316;4504773.0
